city,sub_location,display_name,name_ar,name_en,poi_name,category,latitude,longitude,dist_to_center_m
Jenin,عرانة,مكتب الرؤية العالمية جنين,مكتب الرؤية العالمية جنين,World Vision Office Jenin,مكتب الرؤية العالمية جنين,ngo,32.4858475,35.299332,2464
Jenin,يعبد,يوسف الناجي,يوسف الناجي,B.M. Yousef Naji,يوسف الناجي,car_rental,32.4470002,35.1757206,602
Jenin,عانين,مدرسة الأقواس,مدرسة الأقواس,Al-Aqwas School,مدرسة الأقواس,bus_stop,32.50787,35.159978,1030
Jenin,عين إبراهيم,مسجد عراق الشباب,مسجد عراق الشباب,Arak A Shabab Mosque,مسجد عراق الشباب,bus_stop,32.525864,35.144769,1094
Jenin,مخيم جنين,قاعة ادم للافراح,قاعة ادم للافراح,Adam hall for weddings,قاعة ادم للافراح,community_centre,32.465293,35.2777868,1110
Jenin,سيلة الظهر,مطعم ومعجنات الاقصى ٢,مطعم ومعجنات الاقصى ٢,restaurant,مطعم ومعجنات الاقصى ٢,restaurant,32.3160632,35.1900312,607
Jenin,قباطية,دكان ابو ناجح/ مكتبة رزق,دكان ابو ناجح/ مكتبة رزق,,دكان ابو ناجح/ مكتبة رزق,supermarket,32.4124408,35.2800469,324
Jenin,تلفيت,اسكان الجوهرة,اسكان الجوهرة,iskan al jawhara,اسكان الجوهرة,hotel,32.4077013,35.3492885,732
Jenin,عين إبراهيم,جندن/الشافي,جندن/الشافي,Jendn/Ashafi,جندن/الشافي,bus_stop,32.527211,35.15119,1048
Jenin,عين إبراهيم,المنطقة الصناعية,المنطقة الصناعية,Industrial Zone,المنطقة الصناعية,bus_stop,32.533661,35.141353,502
Jenin,عين إبراهيم,المنطقة الصناعية,المنطقة الصناعية,Industrial Zone,المنطقة الصناعية,bus_stop,32.533724,35.141599,478
Jenin,Jenin City,موقف باصات جنين,موقف باصات جنين,,موقف باصات جنين,bus_stop,32.4608894,35.2975114,111
Jenin,الزبابدة,شركة الزغلول للماكينات,شركة الزغلول للماكينات,,شركة الزغلول للماكينات,apartment,32.3915843,35.3211486,707
Jenin,برقين,دار عبد اللطيف حمدان,دار عبد اللطيف حمدان,,دار عبد اللطيف حمدان,guest_house,32.4544777,35.2620003,228
Jenin,Jenin City,شركة لوجكس للصناعات البلاستيكية,شركة لوجكس للصناعات البلاستيكية,Logix plast,شركة لوجكس للصناعات البلاستيكية,company,32.4414433,35.2660925,1678
Jenin,قباطية,مركز الدفاع المدني,مركز الدفاع المدني,,مركز الدفاع المدني,government,32.4102,35.288121,761
Jenin,قباطية,وزارة الزراعة,وزارة الزراعة,,وزارة الزراعة,government,32.4103676,35.2880444,756
Jenin,قباطية,مركز قباطية الصحي,مركز قباطية الصحي,,مركز قباطية الصحي,clinic,32.4106029,35.2879993,755
Jenin,مخيم جنين,مخراز حيفا,مخراز حيفا,,مخراز حيفا,electronics,32.4647672,35.2834913,645
Jenin,Jenin City,معرض صوفيا لبدل العرائس,معرض صوفيا لبدل العرائس,sofia,معرض صوفيا للعرائس,gift,32.4685425,35.2975754,740
Jenin,صانور,فاست فود,فاست فود,fast food,فاست فود,fast_food,32.3486614,35.1999598,1322
Jenin,عرابة,بيت يزن اسامة,بيت يزن اسامة,Yazan osama’s home,بيت يزن اسامة,apartment,32.4061054,35.2109423,733
Jenin,اليامون,عيادة اسنان الدكتور انس,عيادة اسنان الدكتور انس,,عيادة اسنان الدكتور انس,clinic,32.486844,35.2335234,472
Jenin,Jenin City,كرشات,كرشات,,كرشات,restaurant,32.4696641,35.3040259,1056
Jenin,قباطية,ريتا ستور,ريتا ستور,Rita store,ريتا ستور,cosmetics,32.41021,35.288629,808
Jenin,قباطية,باب ناصر إسحاق,باب ناصر إسحاق,,ببت ناصر اسحاق,alpine_hut,32.4127933,35.2860169,667
Jenin,Jenin City,آل حمدان,آل حمدان,,آل حمدان,alpine_hut,32.4418822,35.2692996,1586
Jenin,قباطية,روضة الوان,روضة الوان,,روضة الوان,educational_institution,32.4183849,35.2869486,1178
Jenin,برطعة,د. أحمد الغول,د. أحمد الغول,Dr. Ahmad Ghoul,د. أحمد الغول,dentist,32.4725894,35.0906665,197
Jenin,قباطية,ريتا ستور,ريتا ستور,Rita store,ريتا ستور,gift,32.4102237,35.2886139,807
Jenin,عجة,مطعم قرنفل,مطعم قرنفل,Koronfol restaurant,مطعم قرنفل,restaurant,32.3538092,35.1968684,866
Jenin,الألمانية,منزل محمد ابو عره,منزل محمد ابو عره,,منزل محمد ابو عره,alpine_hut,32.3441643,35.3596665,984
Jenin,ميثلون,الصادق للإتصالات,الصادق للإتصالات,Assadiq Com,الصادق للإتصالات,telecommunication,32.3471905,35.2708055,290
Jenin,مخيم جنين,قاعة نيسان للأفراح,قاعة نيسان للأفراح,,قاعة نيسان للأفراح,hostel,32.4551697,35.2877199,598
Jenin,ميثلون,الهيثم للتجاره العامه,الهيثم للتجاره العامه,,الهيثم للتجاره العامه,supermarket,32.3495728,35.2803566,645
Jenin,مخيم جنين,قاعة نيسان,قاعة نيسان,,قاعة نيسان,community_centre,32.4555046,35.2871969,567
Jenin,Jenin City,اكاديمية حساب الذكاء العقلي - اقرأ,اكاديمية حساب الذكاء العقلي - اقرأ,IMA- IQRA,اكاديمية حساب الذكاء العقلي - اقرأ,school,32.4645886,35.3008803,433
Jenin,السويطات,المدرسة الماليزية للبنات,المدرسة الماليزية للبنات,,The Malaysian school for girls,school,32.4517378,35.3030744,599
Jenin,Jenin City,قصر علي بابا,قصر علي بابا,,قصر علي بابا,restaurant,32.4719283,35.2994785,1131
Jenin,Jenin City,فوانيس,فوانيس,,فوانيس,restaurant,32.4623276,35.2984661,98
Jenin,سيلة الظهر,شركة سيلة الظهر لتجارة السيارات,شركة سيلة الظهر لتجارة السيارات,,شركة سيلة الظهر لتجارة السيارات,car,32.3231409,35.1919197,744
Jenin,سيريس,عيادة الدكتور حسن فريد برهم,عيادة الدكتور حسن فريد برهم,Dr. Hasan Fareed Barham clinic,عيادة الدكتور حسن فريد برهم,doctors,32.3298397,35.2914543,208
Jenin,مخيم جنين,الهدف,الهدف,Al HadaF,الهدف,supermarket,32.4639457,35.2827234,638
Jenin,مسلية,جاد سوبر ماركت,جاد سوبر ماركت,,جاد سوبر ماركت,supermarket,32.3888755,35.2846202,432
Jenin,مسلية,مخبز مسلية,مخبز مسلية,,مخبز مسلية,bakery,32.3873618,35.2872115,147
Jenin,مسلية,سوبرماركت امين,سوبرماركت امين,,سوبرماركت امين,supermarket,32.3869562,35.2865724,155
Jenin,مسلية,صالون توب مان للرجال,صالون توب مان للرجال,,صالون توب مان للرجال,beauty,32.3875989,35.2869688,181
Jenin,مسلية,مركز شحن كهرباء طوباس,مركز شحن كهرباء طوباس,,مركز شحن كهرباء طوباس,telecommunication,32.3866976,35.2886722,85
Jenin,مسلية,منجرة ابراهيم ابو الرب,منجرة ابراهيم ابو الرب,,منجرة ابراهيم ابو الرب,furniture,32.3915549,35.2832224,743
Jenin,مسلية,قاعة ايلول للافراح والمناسبات,قاعة ايلول للافراح والمناسبات,,قاعة ايلول للافراح والمناسبات,community_centre,32.3892235,35.2840459,498
Jenin,مسلية,الحاج رشيد لمواد البناء,الحاج رشيد لمواد البناء,,الحاج رشيد لمواد البناء,department_store,32.3867728,35.289664,171
Jenin,مسلية,دكان ابو مالك قصراوي,دكان ابو مالك قصراوي,,دكان ابو مالك قصراوي,supermarket,32.3872014,35.2870746,139
Jenin,مسلية,سوبرماركت ابو تامر قصراوي,سوبرماركت ابو تامر قصراوي,,سوبرماركت ابو تامر قصراوي,supermarket,32.3854567,35.2877705,86
Jenin,Jenin City,اوتو بلس,اوتو بلس,auto +,اوتو بلس,car_repair,32.4820174,35.2995296,2246
Jenin,مخيم جنين,منزل أبو عصام الصباغ,منزل أبو عصام الصباغ,Abu Esam Sabbagh,منزل أبو عصام الصباغ,motel,32.4602001,35.2909374,260
Jenin,Jenin City,منزل عدنان السوقي,منزل عدنان السوقي,Adnan Alsuqi Home,منزل عدنان السوقي,motel,32.4596996,35.2966833,257
Jenin,الجديدة,ديوان آل جرار,ديوان آل جرار,,ديوان آل جرار,conference_centre,32.3364431,35.2989102,184
Jenin,الجديدة,مدرسة الجديدة الثانوية للبنات,مدرسة الجديدة الثانوية للبنات,,مدرسة الجديدة الثانوية للبنات,school,32.3354834,35.299042,142
Jenin,الجديدة,مسجد صلاح الدين الايوبي,مسجد صلاح الدين الايوبي,Salah Al-Din Al-Ayubi Mosque,مسجد صلاح الدين الأيوبي,place_of_worship,32.3430405,35.3051442,938
Jenin,الجديدة,دواجن الأدهم (الفرع الثاني),دواجن الأدهم (الفرع الثاني),,دواجن الأدهم (الفرع الثاني),butcher,32.3411039,35.3043657,714
Jenin,الجديدة,عيادة الدكتور حذيفة قلالوة,عيادة الدكتور حذيفة قلالوة,,عيادة الدكتور حذيفة قلالوة,clinic,32.3415787,35.3062246,857
Jenin,الجديدة,سوبرماركت الكينا,سوبرماركت الكينا,Supermarket Alkeenah,سوبرماركت الكينا,supermarket,32.3426812,35.3052778,909
Jenin,الجديدة,سوبرماركت الكينا,سوبرماركت الكينا,Supermarket Slkeenah,سوبرماركت الكينا,supermarket,32.34277,35.3049047,901
Jenin,برطعة,مشتل البراعم,مشتل البراعم,mushtal albaraeim,مشتل البراعم,garden_centre,32.4807257,35.083328,968
Jenin,برطعة,مشتل الغدير,مشتل الغدير,mushtal alghader,مشتل الغدير,garden_centre,32.4802773,35.0839466,892
Jenin,برطعة,مشتل الامل,مشتل الامل,mushtal alamal,مشتل الامل,garden_centre,32.4796836,35.0844967,808
Jenin,برطعة,مشتل عمران,مشتل عمران,mushtal emran,مشتل عمران,garden_centre,32.4769829,35.0881773,357
Jenin,برطعة,مشتل كبها,مشتل كبها,mushtal kabaha,مشتل كبها,garden_centre,32.4777631,35.0868516,502
Jenin,برطعة,موبايل هوم,موبايل هوم,Mobile Home,موبايل هوم,mobile_phone,32.4745249,35.088276,194
Jenin,برطعة,بيتسا السهل,بيتسا السهل,Pizza Alsaheel,بيتسا السهل,fast_food,32.4745138,35.0882129,200
Jenin,برطعة,مطبخ ومطعم العريشة,مطبخ ومطعم العريشة,,مطبخ ومطعم العريشة,restaurant,32.4734408,35.084903,519
Jenin,برطعة,منير صبري كبها - مكتب محاماة,منير صبري كبها - مكتب محاماة,,منير صبري كبها - مكتب محاماة,lawyer,32.4733786,35.0846024,548
Jenin,برطعة,عيادة د.لؤي مدلج,عيادة د.لؤي مدلج,dr. Loai Midlij clinic,د.لؤي مدلج,doctors,32.4729616,35.083501,659
Jenin,برطعة,ماركت الدوار,ماركت الدوار,Aldawar Market,ماركت الدوار,convenience,32.4761394,35.0892401,225
Jenin,برطعة,كراميكا برطعة,كراميكا برطعة,Bartaa Ceramics,كراميكا برطعة,tiles,32.4723078,35.0900006,228
Jenin,برطعة,امور,امور,Amor,امور,fashion_accessories,32.4747763,35.0930017,255
Jenin,برطعة,صيدلية كلاليت,صيدلية كلاليت,Clalit Pharmacy,صيدلية كلاليت,pharmacy,32.4777348,35.0855042,590
Jenin,برطعة,كيوسك الدوار,كيوسك الدوار,kiosk aldawar,كيوسك الدوار,kiosk,32.4753033,35.0898463,117
Jenin,برطعة,كيوسك الدوار,كيوسك الدوار,kiosk aldawar,كيوسك الدوار - الفرع الثاني,fast_food,32.4784928,35.0858455,625
Jenin,برطعة,كلاليت,كلاليت,Clalit Healthcare,صندوق مرضى كلاليت,clinic,32.4779765,35.0856265,599
Jenin,برطعة,نظارات عمر باشا,نظارات عمر باشا,omar basha optics,نظارات عمر باشا,optician,32.4765612,35.0855747,511
Jenin,برطعة,فيرس كار 4x4,فيرس كار 4x4,first car 4x4,فيرس كار 4x4,car_parts,32.4788509,35.0854092,682
Jenin,برطعة,محلات العبيدي للادوات المنزلية,محلات العبيدي للادوات المنزلية,alobaidi houseware,محلات العبيدي للادوات المنزلية,houseware,32.4752464,35.089889,110
Jenin,برطعة,العاب غنى,العاب غنى,ghana toys,العاب غنى,toys,32.4753287,35.0897903,122
Jenin,برطعة,صندوق المرضى مئوحيدت,صندوق المرضى مئوحيدت,Kupat Holim Meuhedet,صندوق المرضى مئوحيدت,clinic,32.4756663,35.0890618,190
Jenin,برطعة,مشتل يعقوب كبها,مشتل يعقوب كبها,mashtal yaaqob,مشتل يعقوب كبها,garden_centre,32.4668161,35.0914602,843
Jenin,برطعة,مشتل الغدير,مشتل الغدير,mushtal alghader,مشتل الغدير,garden_centre,32.4668241,35.0909887,838
Jenin,برطعة,مغسلة وكماليات الملك للسيارات,مغسلة وكماليات الملك للسيارات,Almalek car wash,مغسلة وكماليات الملك للسيارات,car_wash,32.48068,35.0833294,964
